Platform,Run,SRA_Sample,Instrument,LibraryLayout,Assay_Type,LibrarySelection,LibrarySource,Organism,geo_loc_name,host,host_disease,Consent,LibType
ILLUMINA,ERR4307322,ERS4670477,NextSeq 550,SINGLE,AMPLICON,PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,NA,NA,NA,public,SE: AMPLICON of VIRAL RNA
ILLUMINA,ERR4308845,ERS4776061,NextSeq 550,SINGLE,AMPLICON,PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,NA,NA,NA,public,SE: AMPLICON of VIRAL RNA
ILLUMINA,ERR4308563,ERS4676216,NextSeq 550,SINGLE,AMPLICON,PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,NA,NA,NA,public,SE: AMPLICON of VIRAL RNA
ILLUMINA,ERR4243799,ERS4672265,NextSeq 500,SINGLE,AMPLICON,PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,NA,NA,NA,public,SE: AMPLICON of VIRAL RNA
ILLUMINA,ERR4306537,ERS4668598,NextSeq 550,SINGLE,AMPLICON,PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,NA,NA,NA,public,SE: AMPLICON of VIRAL RNA
ILLUMINA,ERR4249565,ERS4676762,Illumina MiSeq,SINGLE,AMPLICON,PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,NA,NA,NA,public,SE: AMPLICON of VIRAL RNA
ILLUMINA,ERR4306691,ERS4668647,NextSeq 550,SINGLE,AMPLICON,PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,NA,NA,NA,public,SE: AMPLICON of VIRAL RNA
ILLUMINA,ERR4248299,ERS4675499,Illumina MiSeq,SINGLE,AMPLICON,PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,NA,NA,NA,public,SE: AMPLICON of VIRAL RNA
ILLUMINA,ERR4308239,ERS4675729,NextSeq 550,SINGLE,AMPLICON,PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,NA,NA,NA,public,SE: AMPLICON of VIRAL RNA
ILLUMINA,ERR4305967,ERS4629436,NextSeq 550,SINGLE,AMPLICON,PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,NA,NA,NA,public,SE: AMPLICON of VIRAL RNA
ILLUMINA,ERR4306333,ERS4627893,NextSeq 550,SINGLE,AMPLICON,PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,NA,NA,NA,public,SE: AMPLICON of VIRAL RNA
ILLUMINA,ERR4307684,ERS4671657,NextSeq 550,SINGLE,AMPLICON,PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,NA,NA,NA,public,SE: AMPLICON of VIRAL RNA
ILLUMINA,ERR4309072,ERS4673482,NextSeq 550,SINGLE,AMPLICON,PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,NA,NA,NA,public,SE: AMPLICON of VIRAL RNA
ILLUMINA,ERR4247479,ERS4674682,Illumina MiSeq,SINGLE,AMPLICON,PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,NA,NA,NA,public,SE: AMPLICON of VIRAL RNA
ILLUMINA,ERR4307596,ERS4667540,NextSeq 550,SINGLE,AMPLICON,PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,NA,NA,NA,public,SE: AMPLICON of VIRAL RNA
ILLUMINA,ERR4305662,ERS4628072,NextSeq 550,SINGLE,AMPLICON,PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,NA,NA,NA,public,SE: AMPLICON of VIRAL RNA
ILLUMINA,ERR4306027,ERS4669462,NextSeq 550,SINGLE,AMPLICON,PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,NA,NA,NA,public,SE: AMPLICON of VIRAL RNA
ILLUMINA,ERR4248684,ERS4675885,NextSeq 500,SINGLE,AMPLICON,PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,NA,NA,NA,public,SE: AMPLICON of VIRAL RNA
ILLUMINA,ERR4243755,ERS4672223,Illumina MiSeq,SINGLE,AMPLICON,PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,NA,NA,NA,public,SE: AMPLICON of VIRAL RNA
ILLUMINA,ERR4247829,ERS4675030,NextSeq 500,SINGLE,AMPLICON,PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,NA,NA,NA,public,SE: AMPLICON of VIRAL RNA
ILLUMINA,ERR4308790,ERS4775787,NextSeq 550,SINGLE,AMPLICON,PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,NA,NA,NA,public,SE: AMPLICON of VIRAL RNA
ILLUMINA,ERR4307568,ERS4671290,NextSeq 550,SINGLE,AMPLICON,PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,NA,NA,NA,public,SE: AMPLICON of VIRAL RNA
ILLUMINA,ERR4240137,ERS4668617,Illumina MiSeq,SINGLE,AMPLICON,PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,NA,NA,NA,public,SE: AMPLICON of VIRAL RNA
ILLUMINA,ERR4305443,ERS4626995,NextSeq 550,SINGLE,AMPLICON,PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,NA,NA,NA,public,SE: AMPLICON of VIRAL RNA
ILLUMINA,ERR4307723,ERS4671822,NextSeq 550,SINGLE,AMPLICON,PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,NA,NA,NA,public,SE: AMPLICON of VIRAL RNA
ILLUMINA,ERR4307541,ERS4668345,NextSeq 550,SINGLE,AMPLICON,PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,NA,NA,NA,public,SE: AMPLICON of VIRAL RNA
ILLUMINA,ERR4305486,ERS4627377,NextSeq 550,SINGLE,AMPLICON,PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,NA,NA,NA,public,SE: AMPLICON of VIRAL RNA
ILLUMINA,ERR4308287,ERS4668692,NextSeq 550,SINGLE,AMPLICON,PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,NA,NA,NA,public,SE: AMPLICON of VIRAL RNA
ILLUMINA,ERR4307510,ERS4671088,NextSeq 550,SINGLE,AMPLICON,PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,NA,NA,NA,public,SE: AMPLICON of VIRAL RNA
ILLUMINA,ERR4308323,ERS4675461,NextSeq 550,SINGLE,AMPLICON,PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,NA,NA,NA,public,SE: AMPLICON of VIRAL RNA
ILLUMINA,ERR4305890,ERS4629002,NextSeq 550,SINGLE,AMPLICON,PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,NA,NA,NA,public,SE: AMPLICON of VIRAL RNA
ILLUMINA,ERR4308682,ERS4676798,NextSeq 550,SINGLE,AMPLICON,PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,NA,NA,NA,public,SE: AMPLICON of VIRAL RNA
ILLUMINA,ERR4305631,ERS4627975,NextSeq 550,SINGLE,AMPLICON,PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,NA,NA,NA,public,SE: AMPLICON of VIRAL RNA
ILLUMINA,ERR4306148,ERS4630078,Illumina MiSeq,SINGLE,AMPLICON,PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,NA,NA,NA,public,SE: AMPLICON of VIRAL RNA
ILLUMINA,ERR4239072,ERS4667553,Illumina MiSeq,SINGLE,AMPLICON,PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,NA,NA,NA,public,SE: AMPLICON of VIRAL RNA
ILLUMINA,ERR4305894,ERS4629004,NextSeq 550,SINGLE,AMPLICON,PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,NA,NA,NA,public,SE: AMPLICON of VIRAL RNA
ILLUMINA,ERR4248481,ERS4675682,NextSeq 500,SINGLE,AMPLICON,PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,NA,NA,NA,public,SE: AMPLICON of VIRAL RNA
ILLUMINA,ERR4307374,ERS4670688,NextSeq 550,SINGLE,AMPLICON,PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,NA,NA,NA,public,SE: AMPLICON of VIRAL RNA
ILLUMINA,ERR4243159,ERS4671628,Illumina MiSeq,SINGLE,AMPLICON,PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,NA,NA,NA,public,SE: AMPLICON of VIRAL RNA
ILLUMINA,ERR4307886,ERS4672320,NextSeq 550,SINGLE,AMPLICON,PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,NA,NA,NA,public,SE: AMPLICON of VIRAL RNA
ILLUMINA,ERR4306873,ERS4669526,NextSeq 550,SINGLE,AMPLICON,PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,NA,NA,NA,public,SE: AMPLICON of VIRAL RNA
ILLUMINA,ERR4240966,ERS4669443,Illumina MiSeq,SINGLE,AMPLICON,PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,NA,NA,NA,public,SE: AMPLICON of VIRAL RNA
ILLUMINA,ERR4309078,ERS4777167,NextSeq 550,SINGLE,AMPLICON,PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,NA,NA,NA,public,SE: AMPLICON of VIRAL RNA
ILLUMINA,ERR4306268,ERS4630748,NextSeq 550,SINGLE,AMPLICON,PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,NA,NA,NA,public,SE: AMPLICON of VIRAL RNA
ILLUMINA,ERR4246428,ERS4673633,Illumina MiSeq,SINGLE,AMPLICON,PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,NA,NA,NA,public,SE: AMPLICON of VIRAL RNA
ILLUMINA,ERR4247683,ERS4674883,NextSeq 500,SINGLE,AMPLICON,PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,NA,NA,NA,public,SE: AMPLICON of VIRAL RNA
ILLUMINA,ERR4309474,ERS4777802,NextSeq 550,SINGLE,AMPLICON,PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,NA,NA,NA,public,SE: AMPLICON of VIRAL RNA
ILLUMINA,ERR4306940,ERS4669680,NextSeq 550,SINGLE,AMPLICON,PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,NA,NA,NA,public,SE: AMPLICON of VIRAL RNA
ILLUMINA,ERR4242269,ERS4670743,Illumina MiSeq,SINGLE,AMPLICON,PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,NA,NA,NA,public,SE: AMPLICON of VIRAL RNA
ILLUMINA,ERR4242140,ERS4670614,Illumina MiSeq,SINGLE,AMPLICON,PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,NA,NA,NA,public,SE: AMPLICON of VIRAL RNA
ILLUMINA,ERR4306451,ERS4667624,NextSeq 550,SINGLE,AMPLICON,PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,NA,NA,NA,public,SE: AMPLICON of VIRAL RNA
ILLUMINA,ERR4306585,ERS4668768,NextSeq 550,SINGLE,AMPLICON,PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,NA,NA,NA,public,SE: AMPLICON of VIRAL RNA
ILLUMINA,ERR4307278,ERS4670369,NextSeq 550,SINGLE,AMPLICON,PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,NA,NA,NA,public,SE: AMPLICON of VIRAL RNA
ILLUMINA,ERR4309233,ERS4778121,NextSeq 550,SINGLE,AMPLICON,PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,NA,NA,NA,public,SE: AMPLICON of VIRAL RNA
ILLUMINA,SRR11907570,SRS6755751,Illumina MiSeq,SINGLE,AMPLICON,RT-PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,South Africa: KZN,Homo sapiens,COVID-19,public,SE: AMPLICON of VIRAL RNA
ILLUMINA,ERR4305768,ERS4628521,NextSeq 550,SINGLE,AMPLICON,PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,NA,NA,NA,public,SE: AMPLICON of VIRAL RNA
ILLUMINA,ERR4247082,ERS4674287,Illumina MiSeq,SINGLE,AMPLICON,PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,NA,NA,NA,public,SE: AMPLICON of VIRAL RNA
ILLUMINA,ERR4307277,ERS4670288,NextSeq 550,SINGLE,AMPLICON,PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,NA,NA,NA,public,SE: AMPLICON of VIRAL RNA
ILLUMINA,ERR4308065,ERS4674593,NextSeq 550,SINGLE,AMPLICON,PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,NA,NA,NA,public,SE: AMPLICON of VIRAL RNA
ILLUMINA,ERR4307740,ERS4672029,NextSeq 550,SINGLE,AMPLICON,PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,NA,NA,NA,public,SE: AMPLICON of VIRAL RNA
ILLUMINA,ERR4239380,ERS4667861,Illumina MiSeq,SINGLE,AMPLICON,PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,NA,NA,NA,public,SE: AMPLICON of VIRAL RNA
ILLUMINA,ERR4307948,ERS4673948,NextSeq 550,SINGLE,AMPLICON,PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,NA,NA,NA,public,SE: AMPLICON of VIRAL RNA
ILLUMINA,ERR4082951,ERS4519681,Illumina MiSeq,SINGLE,AMPLICON,PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,NA,NA,NA,public,SE: AMPLICON of VIRAL RNA
ILLUMINA,ERR4306247,ERS4631150,NextSeq 550,SINGLE,AMPLICON,PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,NA,NA,NA,public,SE: AMPLICON of VIRAL RNA
ILLUMINA,SRR11907544,SRS6755777,Illumina MiSeq,SINGLE,AMPLICON,RT-PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,South Africa: KZN,Homo sapiens,COVID-19,public,SE: AMPLICON of VIRAL RNA
ILLUMINA,SRR11780088,SRS6651396,NextSeq 500,SINGLE,RNA-Seq,unspecified,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,USA,Homo sapiens,COVID-19,public,SE: RNA-Seq of VIRAL RNA
ILLUMINA,SRR11621852,SRS6545075,NextSeq 500,SINGLE,RNA-Seq,unspecified,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,USA,Homo sapiens,COVID-19,public,SE: RNA-Seq of VIRAL RNA
ILLUMINA,SRR11780108,SRS6651376,NextSeq 500,SINGLE,RNA-Seq,unspecified,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,USA,Homo sapiens,COVID-19,public,SE: RNA-Seq of VIRAL RNA
ILLUMINA,SRR11247077,SRS6266705,Illumina MiSeq,SINGLE,RNA-Seq,unspecified,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,USA: WA,Homo sapiens,COVID-19,public,SE: RNA-Seq of VIRAL RNA
ILLUMINA,SRR12110160,SRS6920762,NextSeq 500,SINGLE,RNA-Seq,unspecified,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,USA,Homo sapiens,COVID-19,public,SE: RNA-Seq of VIRAL RNA
ILLUMINA,SRR12110205,SRS6920717,NextSeq 500,SINGLE,RNA-Seq,unspecified,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,USA,Homo sapiens,COVID-19,public,SE: RNA-Seq of VIRAL RNA
ILLUMINA,SRR12110165,SRS6920757,NextSeq 500,SINGLE,RNA-Seq,unspecified,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,USA,Homo sapiens,COVID-19,public,SE: RNA-Seq of VIRAL RNA
ILLUMINA,SRR11621855,SRS6545072,NextSeq 500,SINGLE,RNA-Seq,unspecified,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,USA,Homo sapiens,COVID-19,public,SE: RNA-Seq of VIRAL RNA
ILLUMINA,SRR12100435,SRS6912734,NextSeq 500,SINGLE,RNA-Seq,unspecified,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,USA,Homo sapiens,COVID-19,public,SE: RNA-Seq of VIRAL RNA
ILLUMINA,SRR11780111,SRS6651373,NextSeq 500,SINGLE,RNA-Seq,unspecified,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,USA,Homo sapiens,COVID-19,public,SE: RNA-Seq of VIRAL RNA
ILLUMINA,SRR11780019,SRS6651465,NextSeq 500,SINGLE,RNA-Seq,unspecified,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,USA,Homo sapiens,COVID-19,public,SE: RNA-Seq of VIRAL RNA
ILLUMINA,SRR11780033,SRS6651451,NextSeq 500,SINGLE,RNA-Seq,unspecified,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,USA,Homo sapiens,COVID-19,public,SE: RNA-Seq of VIRAL RNA
ILLUMINA,SRR11779981,SRS6651503,NextSeq 500,SINGLE,RNA-Seq,unspecified,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,USA,Homo sapiens,COVID-19,public,SE: RNA-Seq of VIRAL RNA
ILLUMINA,SRR11621839,SRS6545088,NextSeq 500,SINGLE,RNA-Seq,unspecified,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,USA,Homo sapiens,COVID-19,public,SE: RNA-Seq of VIRAL RNA
ILLUMINA,SRR11621848,SRS6545079,NextSeq 500,SINGLE,RNA-Seq,unspecified,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,USA,Homo sapiens,COVID-19,public,SE: RNA-Seq of VIRAL RNA
ILLUMINA,SRR11772041,SRS6644284,NextSeq 500,SINGLE,RNA-Seq,unspecified,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,USA,Homo sapiens,COVID-19,public,SE: RNA-Seq of VIRAL RNA
ILLUMINA,SRR11939966,SRS6784720,NextSeq 500,SINGLE,RNA-Seq,unspecified,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,USA,Homo sapiens,COVID-19,public,SE: RNA-Seq of VIRAL RNA
ILLUMINA,SRR11780095,SRS6651389,NextSeq 500,SINGLE,RNA-Seq,unspecified,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,USA,Homo sapiens,COVID-19,public,SE: RNA-Seq of VIRAL RNA
ILLUMINA,SRR11772039,SRS6644287,NextSeq 500,SINGLE,RNA-Seq,unspecified,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,USA,Homo sapiens,COVID-19,public,SE: RNA-Seq of VIRAL RNA
ILLUMINA,SRR12188573,SRS6980409,NextSeq 500,SINGLE,RNA-Seq,unspecified,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,USA,Homo sapiens,COVID-19,public,SE: RNA-Seq of VIRAL RNA
ILLUMINA,SRR12188689,SRS6980293,NextSeq 500,SINGLE,RNA-Seq,unspecified,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,USA,Homo sapiens,COVID-19,public,SE: RNA-Seq of VIRAL RNA
ILLUMINA,SRR12110199,SRS6920723,NextSeq 500,SINGLE,RNA-Seq,unspecified,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,USA,Homo sapiens,COVID-19,public,SE: RNA-Seq of VIRAL RNA
ILLUMINA,SRR11779994,SRS6651490,NextSeq 500,SINGLE,RNA-Seq,unspecified,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,USA,Homo sapiens,COVID-19,public,SE: RNA-Seq of VIRAL RNA
ILLUMINA,SRR11939986,SRS6784700,NextSeq 500,SINGLE,RNA-Seq,unspecified,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,USA,Homo sapiens,COVID-19,public,SE: RNA-Seq of VIRAL RNA
ILLUMINA,SRR11779954,SRS6651530,NextSeq 500,SINGLE,RNA-Seq,unspecified,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,USA,Homo sapiens,COVID-19,public,SE: RNA-Seq of VIRAL RNA
